    0.00000   -3.00000
    0.03687   -2.99794
    0.07375   -2.99178
    0.11062   -2.98152
    0.14749   -2.96719
    0.18437   -2.94882
    0.22124   -2.92644
    0.25811   -2.90010
    0.29499   -2.86986
    0.33186   -2.83578
    0.36873   -2.79793
    0.40560   -2.75641
    0.44248   -2.71130
    0.47935   -2.66270
    0.51622   -2.61074
    0.55310   -2.55553
    0.58997   -2.49721
    0.62684   -2.43594
    0.66372   -2.37186
    0.70059   -2.30518
    0.73746   -2.23607

    0.00000   -2.93185
    0.03687   -2.92982
    0.07375   -2.92373
    0.11062   -2.91359
    0.14749   -2.89942
    0.18437   -2.88126
    0.22124   -2.85913
    0.25811   -2.83309
    0.29499   -2.80319
    0.33186   -2.76948
    0.36873   -2.73205
    0.40560   -2.69097
    0.44248   -2.64633
    0.47935   -2.59824
    0.51622   -2.54679
    0.55310   -2.49211
    0.58997   -2.43434
    0.62684   -2.37361
    0.66372   -2.31008
    0.70059   -2.24392
    0.73746   -2.23607

    0.00000   -2.93185
    0.03687   -2.92982
    0.07375   -2.92373
    0.11062   -2.91359
    0.14749   -2.89942
    0.18437   -2.88126
    0.22124   -2.85913
    0.25811   -2.83309
    0.29499   -2.80319
    0.33186   -2.76948
    0.36873   -2.73205
    0.40560   -2.69097
    0.44248   -2.64633
    0.47935   -2.59824
    0.51622   -2.54679
    0.55310   -2.49211
    0.58997   -2.43434
    0.62684   -2.37361
    0.66372   -2.31008
    0.70059   -2.24392
    0.73746   -2.17533

    0.00000   -2.73205
    0.03687   -2.73010
    0.07375   -2.72423
    0.11062   -2.71448
    0.14749   -2.70084
    0.18437   -2.68336
    0.22124   -2.66206
    0.25811   -2.63697
    0.29499   -2.60816
    0.33186   -2.57568
    0.36873   -2.53958
    0.40560   -2.49995
    0.44248   -2.45686
    0.47935   -2.41039
    0.51622   -2.36065
    0.55310   -2.30774
    0.58997   -2.25177
    0.62684   -2.19287
    0.66372   -2.13117
    0.70059   -2.16475
    0.73746   -2.17533

    0.00000   -2.73205
    0.03687   -2.73010
    0.07375   -2.72423
    0.11062   -2.71448
    0.14749   -2.70084
    0.18437   -2.68336
    0.22124   -2.66206
    0.25811   -2.63697
    0.29499   -2.60816
    0.33186   -2.57568
    0.36873   -2.53958
    0.40560   -2.49995
    0.44248   -2.45686
    0.47935   -2.41039
    0.51622   -2.36065
    0.55310   -2.30774
    0.58997   -2.25177
    0.62684   -2.19287
    0.66372   -2.13117
    0.70059   -2.10450
    0.73746   -2.17533

    0.00000   -2.41421
    0.03687   -2.41241
    0.07375   -2.40699
    0.11062   -2.39797
    0.14749   -2.38537
    0.18437   -2.36920
    0.22124   -2.34950
    0.25811   -2.32629
